"Matricula","situacaoDisciplina","Classificao","numeroMatriculas","anoNascimento","Sexo","idGrade","idDisciplina","idSerie","EscolaridadeResponsavel","idEstadoCivilResponsavel","Total_Faltas","numeroReprovacoes","AprovacoesComExelencia"
"004210070204",MUITO BOM/APROVADO,112,1,2005,F,4,63,49,1,2,0,0,13
"004003016140354",MUITO BOM/APROVADO,112,1,2000,M,4,60,50,6,1,0,1,12
"004210140395",APROVADO,104,1,2005,M,4,8,49,6,1,0,1,7
"004003016140481",APROVADO,104,1,2000,F,4,40,50,1,2,0,0,2
"002004180180368",APROVADO,104,1,2003,F,4,34,48,1,2,0,3,0
"004230230091",APROVADO,104,1,2006,F,4,50,49,1,1,0,13,7
"004230141168",REPROVADO,107,1,2006,M,4,72,49,6,2,0,13,6
"004230170257",BOM/APROVADO,111,1,2006,M,4,27,49,2,5,0,13,2
"0030010016170260",BOM/APROVADO,111,1,2003,F,4,27,48,1,4,0,1,2
"004220180339",BOM/APROVADO,111,1,2004,F,4,19,49,1,2,0,3,9
"004002016140555",MUITO BOM/APROVADO,112,2,2002,F,4,40,49,6,2,0,1,11
"0030010020140624",EXCELENTE/APROVADO,113,1,2005,M,4,38,48,6,1,0,2,13
"004210140840",EXCELENTE/APROVADO,113,2,2004,M,4,34,49,1,1,0,1,13
"0030010020140408",MUITO BOM/APROVADO,112,1,2005,F,4,59,48,6,2,0,2,13
"004210190173",MUITO BOM/APROVADO,112,1,2003,M,4,60,50,6,2,0,1,13
"004003016140242",MUITO BOM/APROVADO,112,1,2001,M,4,50,50,2,2,0,1,13
"0030010020140277",MUITO BOM/APROVADO,112,1,2005,M,4,47,48,1,2,0,2,13
"004003019140151",MUITO BOM/APROVADO,112,1,2002,M,4,27,50,1,2,0,0,13
"004220140537",REPROVADO,107,2,2007,M,4,100,48,6,2,0,5,9
"004210140803",EXCELENTE/APROVADO,113,1,2006,F,4,26,48,6,2,0,0,13
"004220210081",MUITO BOM/APROVADO,112,1,2006,M,4,38,49,1,1,0,3,10
"004220140582",BOM/APROVADO,111,2,2007,M,4,75,48,1,4,0,5,11
"004003020180362",EXCELENTE/APROVADO,113,1,2003,F,4,40,50,7,2,0,2,13
"004210140341",BRILHANTE/APROVADO,114,1,2005,F,4,49,49,1,2,0,0,11
"004002020141412",MUITO BOM/APROVADO,112,1,2004,M,4,26,49,1,2,0,2,11
"0030010019150042",MUITO BOM/APROVADO,112,1,2004,M,4,50,48,1,2,0,0,13
"004230210076",BOM/APROVADO,111,1,2006,F,4,104,50,1,2,0,0,9
"003004190190256",MUITO BOM/APROVADO,112,1,2002,F,4,49,49,1,2,0,0,6
"004003020100144",MUITO BOM/APROVADO,112,1,2002,M,4,40,50,6,2,0,2,13
"004003020180245",MUITO BOM/APROVADO,112,1,2002,F,4,59,50,1,2,0,2,13
"004230220046",REPROVADO,107,2,2006,M,4,50,49,1,2,0,17,2
"0030010020070205",MUITO BOM/APROVADO,112,1,2005,F,4,40,48,6,2,0,1,13
"004230140566",BOM/APROVADO,111,2,2007,F,4,38,48,6,2,0,15,2
"004220140670",MUITO BOM/APROVADO,112,1,2004,F,4,60,50,6,2,0,2,10
"004003020130030",MUITO BOM/APROVADO,112,1,2003,M,4,26,50,6,2,0,2,13
"002004180180130",MUITO BOM/APROVADO,112,1,2002,F,4,3,48,1,2,0,1,10
"004220180230",MUITO BOM/APROVADO,112,1,2005,M,4,3,50,2,1,0,2,13
"004220200226",MUITO BOM/APROVADO,112,1,2006,F,4,38,49,1,2,0,4,4
"004002019140779",MUITO BOM/APROVADO,112,1,2003,F,4,34,49,6,1,0,0,13
"004230141357",APROVADO,104,1,2007,M,4,26,49,6,2,0,13,7
"004003019150241",EXCELENTE/APROVADO,113,2,2002,M,4,60,50,7,1,0,0,13
"0030010020140840",BRILHANTE/APROVADO,114,2,2004,M,4,40,48,1,1,0,2,13
"004003019130250",BOM/APROVADO,111,1,2001,F,4,34,50,6,2,0,0,7
"004002016130321",MUITO BOM/APROVADO,112,1,2001,M,4,34,49,6,4,0,1,10
"004002019141274",BOM/APROVADO,111,1,2003,M,4,49,49,6,2,0,0,9
"004220170346",MUITO BOM/APROVADO,112,1,2007,F,4,40,48,1,4,1,5,12
"002004190190204",MUITO BOM/APROVADO,112,1,2004,M,4,8,48,1,6,0,0,4
"004220140347",APROVADO,104,1,2005,F,4,60,50,6,2,0,2,3
"004210140298",BRILHANTE/APROVADO,114,1,2004,M,4,63,49,1,2,0,1,13
"004003020140266",BOM/APROVADO,111,1,2003,M,4,34,50,6,2,0,2,10
"004002016140509",BOM/APROVADO,111,1,2001,M,4,50,49,1,2,0,1,5
"004230141306",MUITO BOM/APROVADO,112,1,2006,M,4,40,50,6,2,0,0,13
"002004190190155",APROVADO,104,1,2003,M,4,63,48,2,2,0,2,4
"004220200051",REPROVADO,107,2,2004,F,4,48,50,1,2,0,2,13
"0030010016140328",BOM/APROVADO,111,1,2003,F,4,8,48,1,2,0,1,1
"004002020190029",MUITO BOM/APROVADO,112,1,2003,F,4,3,49,6,2,0,2,13
"004230140576",MUITO BOM/APROVADO,112,1,2006,M,4,34,48,1,2,0,15,10
"0030010016140598",APROVADO,104,1,2003,F,4,27,48,1,2,0,1,6
"0030010019140258",MUITO BOM/APROVADO,112,1,2004,F,4,34,48,1,4,0,0,11
"004003020140214",MUITO BOM/APROVADO,112,1,2003,F,4,60,50,6,2,0,2,13
"004002020141231",MUITO BOM/APROVADO,112,1,2003,F,4,50,49,1,1,0,0,13
"004210140353",MUITO BOM/APROVADO,112,1,2005,F,4,49,49,6,2,0,0,12
"004002016140364",APROVADO,104,1,2002,M,4,59,49,1,2,0,1,6
"004220140401",BOM/APROVADO,111,2,2006,F,4,46,49,1,2,0,4,13
"0030010020170222",MUITO BOM/APROVADO,112,1,2005,F,4,34,48,2,2,0,1,13
"0030010020190212",MUITO BOM/APROVADO,112,1,2005,F,4,3,48,1,4,0,1,4
"004003019140265",MUITO BOM/APROVADO,112,1,2002,M,4,3,50,6,2,0,0,11
"004002020190243",MUITO BOM/APROVADO,112,1,2003,F,4,8,49,6,2,0,2,13
"004003019140892",MUITO BOM/APROVADO,112,1,2001,F,4,63,50,2,1,0,0,4
"004220130225",MUITO BOM/APROVADO,112,1,2007,M,4,3,48,6,2,1,5,13
"004220180323",MUITO BOM/APROVADO,112,1,2005,F,4,3,50,1,2,0,2,9
"0030010020180308",MUITO BOM/APROVADO,112,1,2004,M,4,8,48,1,5,0,2,12
"0030010016140598",MUITO BOM/APROVADO,112,2,2003,F,4,38,48,6,2,0,1,6
"004210140401",BRILHANTE/APROVADO,114,2,2006,F,4,8,48,1,2,0,1,13
"004002019130024",MUITO BOM/APROVADO,112,1,2003,F,4,38,49,1,1,0,0,9
"049004200141427",BOM/APROVADO,111,1,2003,M,4,38,49,6,2,0,2,12
"004230230160",BRILHANTE/APROVADO,114,2,2007,F,4,26,49,1,4,0,13,13
"004210200185",MUITO BOM/APROVADO,112,1,2004,F,4,47,48,1,2,0,0,13
"004210140283",MUITO BOM/APROVADO,112,1,2004,F,4,3,50,1,2,0,1,13
"004002016140364",MUITO BOM/APROVADO,112,1,2002,M,4,40,49,2,1,0,1,6
"004002019130023",MUITO BOM/APROVADO,112,1,2003,F,4,38,49,1,2,0,0,5
"004230170131",MUITO BOM/APROVADO,112,1,2007,F,4,34,49,2,1,0,13,13
"004002019180362",MUITO BOM/APROVADO,112,1,2003,F,4,40,49,7,2,0,0,13
"004220140889",MUITO BOM/APROVADO,112,1,2006,M,4,60,49,6,2,0,4,12
"004002020141422",MUITO BOM/APROVADO,112,1,2004,F,4,47,49,6,2,0,2,13
"004220150247",MUITO BOM/APROVADO,112,2,2005,M,4,47,50,1,2,0,2,3
"004210150042",EXCELENTE/APROVADO,113,1,2004,M,4,59,50,2,2,0,1,13
"0030010020150051",EXCELENTE/APROVADO,113,1,2004,M,4,40,48,1,2,0,1,13
"004220150247",MUITO BOM/APROVADO,112,2,2005,M,4,59,50,1,2,0,2,3
"004230230123",MUITO BOM/APROVADO,112,8,2007,F,4,27,48,6,2,8,15,11
"004210130231",EXCELENTE/APROVADO,113,1,2006,F,4,50,48,1,2,0,0,13
"004220200257",REPROVADO,107,1,2004,M,4,48,50,1,2,0,2,13
"003004180180321",BOM/APROVADO,111,1,2001,F,4,3,49,2,2,0,1,7
"004220220130",MUITO BOM/APROVADO,112,1,2007,F,4,59,48,1,1,0,5,12
"004230150040",MUITO BOM/APROVADO,112,1,2005,F,4,60,50,6,2,0,0,13
"004002020141257",BRILHANTE/APROVADO,114,1,2003,F,4,63,49,2,2,0,1,13
"004003020160288",EXCELENTE/APROVADO,113,1,2003,M,4,40,50,1,1,0,2,13
"0030010019140278",MUITO BOM/APROVADO,112,2,2004,M,4,8,48,6,2,0,0,7
"004210140546",EXCELENTE/APROVADO,113,1,2006,M,4,27,48,6,2,0,1,13
"0030010020130065",EXCELENTE/APROVADO,113,1,2004,F,4,63,48,2,2,0,2,13
"004002016140199",APROVADO,104,2,2002,M,4,60,49,6,2,0,1,5
"0030010019140640",BOM/APROVADO,111,1,2003,M,4,50,48,1,4,0,0,6
"002004180180096",APROVADO,104,1,2001,F,4,27,48,7,1,0,1,7
"002004180180363",APROVADO,104,1,2004,F,4,26,48,2,5,0,1,0
"004220141230",REPROVADO,107,1,2007,M,4,100,48,6,2,0,5,0
"004230170131",MUITO BOM/APROVADO,112,1,2007,F,4,8,49,2,1,0,13,13
"0030010019170315",TRANSFERIDO,3,1,2001,F,4,3,48,2,2,0,0,0
"004210140258",EXCELENTE/APROVADO,113,1,2004,F,4,8,50,6,2,0,1,13
"004003016140117",REPROVADO,107,1,2001,M,4,19,50,6,2,0,1,7
"004003016140339",MUITO BOM/APROVADO,112,1,2001,F,4,63,50,6,2,0,1,3
"004220170409",TRANSFERIDO,124,2,2005,F,4,48,49,1,4,0,0,0
"004002020180307",MUITO BOM/APROVADO,112,1,2004,F,4,59,49,1,2,0,2,13
"004002019180112",APROVADO,104,1,2003,F,4,50,49,1,5,0,0,1
"004220140342",BOM/APROVADO,111,1,2004,M,4,46,50,6,2,0,2,8
"004002016140680",REPROVADO,107,1,2002,F,4,19,49,6,2,0,1,5
"004210140640",EXCELENTE/APROVADO,113,1,2003,M,4,34,50,1,4,0,1,13
"004230200325",APROVADO,104,1,2005,F,4,60,50,2,4,0,0,11
"004220150037",BRILHANTE/APROVADO,114,1,2006,F,4,49,48,1,2,0,5,13
"004210140791",BRILHANTE/APROVADO,114,1,2005,M,4,34,48,6,2,0,1,13
"004230160144",REPROVADO,107,1,2007,M,4,114,48,1,4,0,15,13
"004002016140280",MUITO BOM/APROVADO,112,1,2001,F,4,49,49,1,2,0,1,12
"004220140422",BOM/APROVADO,111,1,2005,F,4,46,50,1,2,0,2,11
"004002016141035",MUITO BOM/APROVADO,112,2,2001,F,4,40,49,1,2,0,1,13
"0030010019140957",BOM/APROVADO,111,1,2004,M,4,50,48,1,2,0,0,11
"004210210059",MUITO BOM/APROVADO,112,1,2004,M,4,8,49,6,6,0,1,13
"004210200114",MUITO BOM/APROVADO,112,1,2005,F,4,8,49,6,2,0,0,12
"004230140636",MUITO BOM/APROVADO,112,1,2007,M,4,49,48,6,2,0,15,13
"0030010020140702",EXCELENTE/APROVADO,113,1,2004,M,4,26,48,1,2,0,2,13
"004002016140919",REPROVADO,107,1,2002,F,4,19,49,2,4,0,1,11
"004220140985",MUITO BOM/APROVADO,112,1,2007,M,4,47,48,7,1,1,5,12
"004002020140269",EXCELENTE/APROVADO,113,1,2004,M,4,49,49,1,1,0,2,13
"004220140828",MUITO BOM/APROVADO,112,1,2005,M,4,8,50,6,2,0,2,13
"004230160233",MUITO BOM/APROVADO,112,1,2007,F,4,49,48,1,2,1,15,13
"004210180230",MUITO BOM/APROVADO,112,1,2005,M,4,27,49,2,1,0,1,13
"0030010020180301",REPROVADO,107,1,2005,F,4,19,48,1,2,0,2,13
"004003019140759",MUITO BOM/APROVADO,112,1,2002,F,4,38,50,1,1,0,0,13
"004220141306",MUITO BOM/APROVADO,112,1,2006,M,4,34,49,1,4,0,3,7
"004002020180205",MUITO BOM/APROVADO,112,1,2004,M,4,3,49,1,2,0,2,11
"004210160309",MUITO BOM/APROVADO,112,1,2003,M,4,60,50,1,4,0,1,13
"004230230151",PONTUAÇÃO INSUFICIENTE,110,1,2006,M,4,48,50,6,1,0,0,10
"004003016140242",MUITO BOM/APROVADO,112,1,2001,M,4,63,50,2,2,0,1,13
"004210130229",MUITO BOM/APROVADO,112,1,2004,F,4,3,50,6,2,0,1,13
"004003016150069",MUITO BOM/APROVADO,112,1,2001,F,4,60,50,6,2,0,1,13
"004230180304",MUITO BOM/APROVADO,112,2,2006,M,4,49,49,1,2,0,13,13
"004200200315",MUITO BOM/APROVADO,112,1,2002,M,4,38,50,1,2,0,2,13
"004230200227",MUITO BOM/APROVADO,112,1,2008,F,4,59,48,1,1,0,15,13
"004210150122",MUITO BOM/APROVADO,112,1,2004,F,4,47,50,6,1,0,1,13
"004002016140618",APROVADO,104,1,2002,F,4,60,49,2,2,0,1,7
"004003016141096",MUITO BOM/APROVADO,112,1,2001,M,4,38,50,2,2,0,0,12
"004002020130236",MUITO BOM/APROVADO,112,1,2003,M,4,40,49,1,1,0,2,12
"004210130049",EXCELENTE/APROVADO,113,1,2005,M,4,47,49,1,2,0,0,13
"004220140529",MUITO BOM/APROVADO,112,1,2006,F,4,40,49,6,2,0,3,7
"004003020170163",EXCELENTE/APROVADO,113,1,2002,M,4,49,50,1,2,0,2,13
"004220200142",REPROVADO,107,1,2007,F,4,48,48,1,7,0,5,13
"004220180138",BRILHANTE/APROVADO,114,1,2007,M,4,60,48,1,2,0,5,13
"004220140395",APROVADO,104,1,2005,M,4,27,50,6,1,0,2,0
"0030010019140513",EXCELENTE/APROVADO,113,1,2004,M,4,47,48,1,1,0,0,13
"004002016150084",TRANSFERIDO,124,3,2002,F,4,63,49,6,2,0,0,0
"004220130242",MUITO BOM/APROVADO,112,1,2005,F,4,63,49,6,2,0,4,13
"004002020180361",EXCELENTE/APROVADO,113,1,2004,F,4,26,49,7,2,0,1,13
"004003020140433",MUITO BOM/APROVADO,112,1,2002,F,4,34,50,6,4,0,2,13
"004230140438",BRILHANTE/APROVADO,114,1,2006,F,4,47,50,6,2,0,0,13
"004003020140451",MUITO BOM/APROVADO,112,1,2002,M,4,49,50,6,2,0,2,13
"004230140760",MUITO BOM/APROVADO,112,1,2006,F,4,3,49,1,6,0,13,5
"004230220127",MUITO BOM/APROVADO,112,1,2006,F,4,38,50,1,2,0,0,12
"004230140452",MUITO BOM/APROVADO,112,1,2007,M,4,8,49,1,2,0,13,13
"004220141321",MUITO BOM/APROVADO,112,1,2007,F,4,38,48,6,2,1,5,13
"004210180319",BOM/APROVADO,111,1,2005,M,4,3,48,1,1,0,0,10
"004210130344",MUITO BOM/APROVADO,112,2,2003,F,4,47,50,1,2,0,1,13
"004003019140219",MUITO BOM/APROVADO,112,1,2001,M,4,38,50,1,2,0,0,9
"004003016150189",APROVADO,104,1,2001,F,4,38,49,6,2,0,1,3
"004230190063",REPROVADO,107,1,2006,M,4,108,49,6,1,0,13,12
"004003016160399",APROVADO,104,1,2001,F,4,63,50,1,2,0,1,6
"004220220177",TRANSFERIDO,124,1,2007,F,4,63,48,2,2,0,0,0
"004003020140244",BOM/APROVADO,111,1,2003,F,4,50,50,6,2,0,2,10
"004003020130258",EXCELENTE/APROVADO,113,1,2003,M,4,38,50,6,2,0,2,13
"004210130241",EXCELENTE/APROVADO,113,2,2004,M,4,34,50,1,4,0,1,13
"004002019140218",REPROVADO,107,1,2002,F,4,63,49,1,4,0,11,2
"003004190190055",BOM/APROVADO,111,1,2002,F,4,63,49,6,2,0,0,3
"004003019140301",MUITO BOM/APROVADO,112,1,2002,M,4,60,50,2,4,0,0,11
"004230140592",MUITO BOM/APROVADO,112,1,2008,F,4,63,48,6,2,0,15,12
"004220140760",MUITO BOM/APROVADO,112,2,2006,F,4,60,48,1,4,2,5,9
"0030010016170219",BOM/APROVADO,111,1,2003,M,4,63,48,1,2,0,0,1
"004210170276",EXCELENTE/APROVADO,113,1,2003,M,4,63,50,1,1,0,1,13
"004220140995",BOM/APROVADO,111,2,2004,M,4,38,50,1,2,0,2,3
"004002019130023",APROVADO,104,1,2003,F,4,63,49,1,2,0,0,5
"004003016140110",NÃO VAI CURSAR A DISCIPLINA,109,1,2001,M,4,46,50,6,2,0,1,13
"004210140828",MUITO BOM/APROVADO,112,1,2005,M,4,34,49,1,2,0,1,11
"004220140376",MUITO BOM/APROVADO,112,1,2006,F,4,40,49,6,2,0,3,7
"003004180180195",TRANSFERIDO,124,1,2001,F,4,3,49,1,1,0,0,0
"004220141230",BOM/APROVADO,111,1,2007,M,4,34,48,1,1,0,5,0
"002004180180115",BRILHANTE/APROVADO,114,1,2003,F,4,26,48,1,2,0,1,13
"004220180412",BOM/APROVADO,111,1,2005,F,4,46,50,1,2,0,2,3
"004002020190167",EXCELENTE/APROVADO,113,1,2004,F,4,63,49,1,2,0,2,13
"004230140527",BOM/APROVADO,111,1,2006,M,4,27,49,6,1,0,13,7
"004230140538",BOM/APROVADO,111,1,2006,F,4,63,49,7,4,0,13,6
"004002020150057",MUITO BOM/APROVADO,112,1,2003,F,4,63,49,1,2,0,2,13
"0030010020180121",EXCELENTE/APROVADO,113,1,2005,M,4,60,48,1,2,0,1,13
"004210190192",EXCELENTE/APROVADO,113,1,2004,F,4,8,49,1,4,0,0,13
"004210190154",MUITO BOM/APROVADO,112,1,2003,F,4,50,50,1,2,0,1,13
"0030010019150150",MUITO BOM/APROVADO,112,1,2004,M,4,59,48,6,2,0,0,11
"004220140987",REPROVADO,107,1,2007,F,4,102,48,6,2,0,5,13
"004002019160288",BOM/APROVADO,111,1,2003,M,4,60,49,1,1,0,0,6
"004230130215",APROVADO,104,4,2007,F,4,50,48,6,2,4,15,10
"004003016140076",MUITO BOM/APROVADO,112,2,2001,F,4,8,50,6,2,0,1,12
"049004200141427",MUITO BOM/APROVADO,112,1,2003,M,4,26,49,1,2,0,2,12
"003004180180334",BOM/APROVADO,111,1,2001,F,4,47,49,2,2,0,1,3
"004220141297",BOM/APROVADO,111,1,2005,M,4,47,50,1,2,0,2,3
"004210170340",MUITO BOM/APROVADO,112,1,2005,F,4,63,49,1,2,0,0,13
"004210050407",MUITO BOM/APROVADO,112,1,2003,M,4,3,50,6,2,0,1,13
"004003016140928",BOM/APROVADO,111,1,2001,M,4,60,50,1,2,0,1,2
"004002020130344",MUITO BOM/APROVADO,112,2,2003,F,4,34,49,1,2,0,2,8
"004003019170196",MUITO BOM/APROVADO,112,1,2001,M,4,59,50,2,5,0,0,13
"002004180180096",REPROVADO,107,1,2001,F,4,19,48,1,4,0,1,7
"004200200239",MUITO BOM/APROVADO,112,1,2004,F,4,8,48,2,5,0,1,5
"004003020140220",MUITO BOM/APROVADO,112,2,2003,F,4,26,50,1,2,0,2,13
"004002016140217",TRANSFERIDO,3,1,2002,M,4,60,49,1,2,0,0,0
"004003019140509",MUITO BOM/APROVADO,112,1,2001,M,4,63,50,1,4,0,0,6
"004220140365",APROVADO,104,2,2005,M,4,47,48,1,1,2,5,6
"004230130220",MUITO BOM/APROVADO,112,1,2008,F,4,8,48,1,2,0,15,13
"004002020141061",EXCELENTE/APROVADO,113,1,2004,M,4,34,49,6,2,0,2,13
"0030010016170349",BOM/APROVADO,111,1,2003,F,4,38,48,1,1,0,1,10
"004230230114",MUITO BOM/APROVADO,112,1,2007,F,4,50,49,6,2,0,13,9
"004003016140863",BOM/APROVADO,111,1,2001,M,4,34,50,7,2,0,0,5
"004210140395",MUITO BOM/APROVADO,112,1,2005,M,4,34,49,6,2,0,1,7
"004003020130012",MUITO BOM/APROVADO,112,1,2002,F,4,49,50,1,2,0,2,12
"004220140277",BOM/APROVADO,111,1,2005,M,4,40,50,1,2,0,2,11
"0030010019141203",APROVADO,104,1,2003,F,4,40,48,1,2,0,0,6
"004220200302",TRANSFERIDO,124,1,2006,M,4,75,48,1,4,0,0,0
"004002019130051",BOM/APROVADO,111,1,2003,F,4,26,49,6,2,0,0,0
"0030010019170361",APROVADO,104,1,2004,M,4,63,48,1,2,0,0,1
"004230180085",MUITO BOM/APROVADO,112,1,2007,M,4,3,49,7,2,0,13,8
"004002016020423",MUITO BOM/APROVADO,112,2,2000,M,4,59,49,6,2,0,0,9
"004002016130020",MUITO BOM/APROVADO,112,1,2002,M,4,49,49,2,2,0,2,8
"004002020140607",EXCELENTE/APROVADO,113,1,2004,M,4,50,49,1,2,0,2,11
"0030010019180075",EXCELENTE/APROVADO,113,1,2003,M,4,26,48,1,2,0,0,13
"004230220127",MUITO BOM/APROVADO,112,1,2006,F,4,47,50,6,2,0,0,12
"004230210043",MUITO BOM/APROVADO,112,1,2006,M,4,8,49,1,6,0,13,10
"004230190210",MUITO BOM/APROVADO,112,4,2007,M,4,49,48,1,2,4,15,7
"004003016140087",MUITO BOM/APROVADO,112,2,2000,M,4,38,50,6,2,0,1,11
"0030010016140226",BOM/APROVADO,111,1,2001,M,4,3,48,2,2,0,1,7
"004002016130321",MUITO BOM/APROVADO,112,1,2001,M,4,63,49,6,2,0,1,10
"004210180398",MUITO BOM/APROVADO,112,1,2005,F,4,3,49,1,2,0,1,13
"004210140991",EXCELENTE/APROVADO,113,1,2006,M,4,40,48,6,2,0,0,13
"004230180089",MUITO BOM/APROVADO,112,1,2006,M,4,50,49,1,2,0,13,13
"004230200155",BOM/APROVADO,111,1,2005,M,4,104,50,6,6,0,0,13
"004220210076",MUITO BOM/APROVADO,112,1,2006,F,4,49,49,1,2,0,3,13
"004230230249",BOM/APROVADO,111,1,2007,F,4,49,48,2,2,0,15,4
"004230140346",MUITO BOM/APROVADO,112,1,2006,M,4,59,50,1,2,0,0,8
"004002020140835",MUITO BOM/APROVADO,112,1,2004,F,4,50,49,2,2,0,2,13
"004003016140930",NÃO VAI CURSAR A DISCIPLINA,109,1,2001,M,4,46,50,6,2,0,1,3
"004003016140787",MUITO BOM/APROVADO,112,2,2000,F,4,8,50,1,2,0,1,13
"004220220217",BOM/APROVADO,111,1,2005,M,4,19,49,1,2,0,4,12
"004230220131",MUITO BOM/APROVADO,112,5,2008,F,4,8,48,1,2,5,15,1
"004002020150060",MUITO BOM/APROVADO,112,1,2004,M,4,38,49,2,5,0,1,12
"004200200201",EXCELENTE/APROVADO,113,1,2005,M,4,26,48,1,2,0,2,13
"004210190253",EXCELENTE/APROVADO,113,1,2004,F,4,50,48,6,2,0,0,13
"004230140891",MUITO BOM/APROVADO,112,2,2008,F,4,60,48,1,2,8,15,9
"004210140466",BRILHANTE/APROVADO,114,1,2004,M,4,34,50,6,2,0,1,13
"004002019170302",TRANSFERIDO,3,1,2003,F,4,63,49,1,4,0,0,0
"004210190031",MUITO BOM/APROVADO,112,1,2004,M,4,3,50,1,2,0,1,13
"0030010016140226",MUITO BOM/APROVADO,112,1,2001,M,4,59,48,6,4,0,1,7
"0030010020140897",REPROVADO,107,1,2004,F,4,19,48,1,2,0,2,8
"004210140847",MUITO BOM/APROVADO,112,1,2004,M,4,63,49,6,2,0,1,13
"004003016141012",BOM/APROVADO,111,1,2002,F,4,49,50,6,2,0,0,9
"004230141172",BOM/APROVADO,111,1,2007,F,4,38,49,6,2,0,13,8
"004210140591",EXCELENTE/APROVADO,113,1,2004,F,4,8,50,1,2,0,1,13
"004200130028",MUITO BOM/APROVADO,112,1,2003,M,4,26,50,6,2,0,2,13
"004002020140262",MUITO BOM/APROVADO,112,1,2003,M,4,27,49,1,2,0,2,13
"004220140670",REPROVADO,107,1,2004,F,4,102,50,1,2,0,2,10
"004003016140077",BOM/APROVADO,111,1,2000,F,4,40,50,6,1,0,0,7
"004003016160179",BOM/APROVADO,111,1,2000,F,4,60,50,1,2,0,1,7
"004200190189",EXCELENTE/APROVADO,113,1,2005,F,4,26,48,1,2,0,2,13
"004230220217",MUITO BOM/APROVADO,112,1,2005,M,4,26,50,1,2,0,0,13
"004230140603",REPROVADO,107,1,2006,M,4,72,49,1,1,0,13,9
"004003020140655",MUITO BOM/APROVADO,112,1,2002,F,4,3,50,6,2,0,2,13
"004003016140892",BOM/APROVADO,111,1,2001,F,4,60,49,2,1,0,1,2
"004003020130012",MUITO BOM/APROVADO,112,1,2002,F,4,38,50,1,2,0,2,12
"004002016140680",MUITO BOM/APROVADO,112,1,2002,F,4,63,49,2,2,0,1,5
"004002020150047",MUITO BOM/APROVADO,112,2,2004,M,4,27,49,6,2,0,2,13
"0030010019130229",EXCELENTE/APROVADO,113,1,2004,F,4,38,48,1,2,0,0,13
"004003019180257",MUITO BOM/APROVADO,112,1,2001,F,4,49,50,1,2,0,0,8
"004230160221",EXCELENTE/APROVADO,113,4,2007,M,4,8,48,1,2,4,15,13
"004003016170352",APROVADO,104,1,2000,M,4,40,50,1,2,0,7,2
"004230230064",BOM/APROVADO,111,1,2006,M,4,26,50,1,2,0,0,9
"004002016140173",TRANSFERIDO,124,1,2002,F,4,19,49,1,2,0,0,0
"004002016140163",BOM/APROVADO,111,1,2002,F,4,3,49,6,2,0,1,9
"004230140565",REPROVADO,107,1,2007,M,4,114,48,6,2,0,15,10
"0030010019150055",EXCELENTE/APROVADO,113,1,2004,F,4,40,48,1,2,0,0,13
"004210200185",MUITO BOM/APROVADO,112,1,2004,F,4,34,48,1,2,0,0,13
"004220210070",EXCELENTE/APROVADO,113,2,2005,M,4,63,50,1,2,0,2,13
"004003016141238",BOM/APROVADO,111,1,2000,M,4,59,50,6,2,0,0,4
"004003020180130",MUITO BOM/APROVADO,112,1,2002,F,4,63,50,1,2,0,2,13
"004220180228",BOM/APROVADO,111,1,2006,M,4,19,48,1,4,1,8,1
"004230140986",BOM/APROVADO,111,2,2007,F,4,40,49,6,2,0,13,7
"004230140989",MUITO BOM/APROVADO,112,1,2006,M,4,34,50,6,2,0,0,13
"004002016170384",BOM/APROVADO,111,1,2002,M,4,60,49,1,2,0,1,9
"004230190111",MUITO BOM/APROVADO,112,2,2007,F,4,8,48,1,1,2,15,13
"0030010016160368",REPROVADO,107,1,2001,F,4,3,48,1,4,0,13,0
"004210141412",MUITO BOM/APROVADO,112,1,2004,M,4,8,50,1,2,0,1,13
"004230140450",MUITO BOM/APROVADO,112,1,2006,M,4,38,49,6,2,0,13,13
"004002019160421",MUITO BOM/APROVADO,112,1,2002,F,4,47,49,1,2,0,0,6
"004003020130006",EXCELENTE/APROVADO,113,1,2003,F,4,49,50,1,4,0,2,13
"004230140690",MUITO BOM/APROVADO,112,14,2007,M,4,38,48,1,4,14,15,10
"0030010019150060",BOM/APROVADO,111,1,2004,M,4,26,48,1,1,0,0,8
"004002019130027",APROVADO,104,1,2001,M,4,27,49,1,1,0,0,3
"004220140421",EXCELENTE/APROVADO,113,1,2005,F,4,49,50,1,2,0,2,13
"004230200086",APROVADO,104,1,2006,M,4,63,50,1,2,0,0,7
"004230230229",REPROVADO,107,1,2006,F,4,108,49,6,2,0,13,10
"004003020140483",BRILHANTE/APROVADO,114,1,2003,F,4,38,50,1,2,0,2,13
"003004180180174",MUITO BOM/APROVADO,112,1,2002,M,4,34,49,1,1,0,1,11
"004003019140509",BOM/APROVADO,111,1,2001,M,4,19,50,7,4,0,0,6
"004002016140173",TRANSFERIDO,124,2,2002,F,4,40,49,6,2,0,0,0
"0030010016140291",MUITO BOM/APROVADO,112,1,2003,M,4,59,48,6,2,0,1,13
"004002020140463",BOM/APROVADO,111,1,2003,F,4,47,49,1,2,0,2,12
"004230180347",BOM/APROVADO,111,1,2007,M,4,40,48,1,2,0,15,5
"004002020140640",EXCELENTE/APROVADO,113,1,2003,M,4,3,49,6,4,0,2,12
