anoNascimento,idDisciplina,idSerie,EscolaridadeResponsavel,idEstadoCivilResponsavel,Total_Faltas,numeroReprovacoes,AprovacoesComExcelencia,Aprovacoes,Diciplina,sexo_int,situacaoDisciplina_inteiro
2002,3,49,1.0,2.0,0,100.0,0.0,0.0,1,1,1
2002,3,49,6.0,2.0,0,100.0,0.0,0.0,1,1,1
2002,8,49,1.0,2.0,0,100.0,0.0,0.0,28,1,1
2002,8,49,2.0,2.0,0,100.0,0.0,0.0,28,1,1
2002,26,49,2.0,2.0,0,100.0,0.0,0.0,11,1,1
2002,27,49,1.0,2.0,0,100.0,0.0,0.0,29,1,1
2002,27,49,6.0,2.0,0,100.0,0.0,0.0,29,1,1
2002,34,49,2.0,2.0,0,100.0,0.0,0.0,12,1,1
2002,38,49,1.0,2.0,0,100.0,0.0,0.0,31,1,1
2002,38,49,6.0,2.0,0,100.0,0.0,0.0,31,1,1
2002,40,49,1.0,2.0,0,100.0,0.0,0.0,10,1,1
2002,40,49,6.0,2.0,0,100.0,0.0,0.0,10,1,1
2002,47,49,2.0,2.0,0,100.0,0.0,0.0,6,1,1
2002,49,49,6.0,2.0,0,100.0,0.0,0.0,22,1,1
2002,50,49,2.0,2.0,0,100.0,0.0,0.0,32,1,1
2002,59,49,1.0,2.0,0,100.0,0.0,0.0,13,1,1
2002,59,49,6.0,2.0,0,100.0,0.0,0.0,13,1,1
2002,60,49,2.0,2.0,0,100.0,0.0,0.0,30,1,1
2002,63,49,2.0,2.0,0,100.0,0.0,0.0,7,1,1
2001,3,49,1.0,2.0,0,100.0,0.0,0.0,1,2,1
2001,8,49,1.0,2.0,0,100.0,0.0,0.0,28,2,1
2001,26,49,1.0,2.0,0,100.0,0.0,0.0,11,2,1
2001,27,49,1.0,2.0,0,100.0,0.0,0.0,29,2,1
2001,34,49,1.0,2.0,0,100.0,0.0,0.0,12,2,1
2001,40,49,1.0,2.0,0,100.0,0.0,0.0,10,2,1
2001,47,49,1.0,2.0,0,100.0,0.0,0.0,6,2,1
2001,50,49,1.0,2.0,0,100.0,0.0,0.0,32,2,1
2001,63,49,1.0,2.0,0,100.0,0.0,0.0,7,2,1
2004,3,49,6.0,6.0,0,100.0,0.0,0.0,1,2,1
2004,26,49,1.0,4.0,0,100.0,0.0,0.0,11,2,1
2004,26,49,6.0,6.0,0,100.0,0.0,0.0,11,2,1
2004,40,49,6.0,6.0,0,100.0,0.0,0.0,10,2,1
2004,50,49,1.0,4.0,0,100.0,0.0,0.0,32,2,1
2004,50,49,6.0,6.0,0,100.0,0.0,0.0,32,2,1
2004,63,49,1.0,4.0,0,100.0,0.0,0.0,7,2,1
2004,63,49,6.0,2.0,0,100.0,0.0,0.0,7,2,1
2004,63,49,6.0,6.0,0,100.0,0.0,0.0,7,2,1
2006,3,48,1.0,1.0,0,100.0,0.0,0.0,1,1,1
2006,27,48,1.0,1.0,0,100.0,0.0,0.0,29,1,1
2006,38,48,1.0,1.0,62,100.0,0.0,0.0,31,1,1
2006,49,48,1.0,1.0,0,100.0,0.0,0.0,22,1,1
2006,59,48,1.0,1.0,0,100.0,0.0,0.0,13,1,1
2006,72,48,1.0,1.0,0,100.0,0.0,0.0,14,1,1
2002,3,49,2.0,2.0,0,100.0,0.0,0.0,1,1,1
2002,8,49,6.0,2.0,0,100.0,0.0,0.0,28,1,1
2002,26,49,1.0,2.0,0,100.0,0.0,0.0,11,1,1
2002,26,49,6.0,2.0,0,100.0,0.0,0.0,11,1,1
2002,27,49,2.0,2.0,0,100.0,0.0,0.0,29,1,1
2002,34,49,1.0,2.0,0,100.0,0.0,0.0,12,1,1
2002,34,49,6.0,2.0,0,100.0,0.0,0.0,12,1,1
2002,38,49,2.0,2.0,0,100.0,0.0,0.0,31,1,1
2002,40,49,2.0,2.0,0,100.0,0.0,0.0,10,1,1
2002,47,49,1.0,2.0,0,100.0,0.0,0.0,6,1,1
2002,47,49,6.0,2.0,0,100.0,0.0,0.0,6,1,1
2002,49,49,1.0,2.0,0,100.0,0.0,0.0,22,1,1
2002,49,49,2.0,2.0,0,100.0,0.0,0.0,22,1,1
2002,50,49,1.0,2.0,0,100.0,0.0,0.0,32,1,1
2002,50,49,6.0,2.0,0,100.0,0.0,0.0,32,1,1
2002,59,49,2.0,2.0,0,100.0,0.0,0.0,13,1,1
2002,60,49,1.0,2.0,0,100.0,0.0,0.0,30,1,1
2002,60,49,6.0,2.0,0,100.0,0.0,0.0,30,1,1
2002,63,49,1.0,2.0,0,100.0,0.0,0.0,7,1,1
2002,63,49,6.0,2.0,0,100.0,0.0,0.0,7,1,1
2001,38,49,1.0,2.0,0,100.0,0.0,0.0,31,2,1
2001,49,49,1.0,2.0,0,100.0,0.0,0.0,22,2,1
2001,59,49,1.0,2.0,0,100.0,0.0,0.0,13,2,1
2001,60,49,1.0,2.0,0,100.0,0.0,0.0,30,2,1
2004,3,49,1.0,2.0,0,100.0,0.0,0.0,1,2,1
2004,3,49,1.0,4.0,0,100.0,0.0,0.0,1,2,1
2004,3,49,6.0,2.0,0,100.0,0.0,0.0,1,2,1
2004,26,49,1.0,2.0,0,100.0,0.0,0.0,11,2,1
2004,26,49,6.0,2.0,0,100.0,0.0,0.0,11,2,1
2004,40,49,1.0,2.0,0,100.0,0.0,0.0,10,2,1
2004,40,49,1.0,4.0,0,100.0,0.0,0.0,10,2,1
2004,40,49,6.0,2.0,0,100.0,0.0,0.0,10,2,1
2004,50,49,1.0,2.0,0,100.0,0.0,0.0,32,2,1
2004,50,49,6.0,2.0,0,100.0,0.0,0.0,32,2,1
2004,63,49,1.0,2.0,0,100.0,0.0,0.0,7,2,1
2006,8,48,1.0,1.0,0,100.0,0.0,0.0,28,1,1
2006,26,48,1.0,1.0,0,100.0,0.0,0.0,11,1,1
2006,34,48,1.0,1.0,0,100.0,0.0,0.0,12,1,1
2006,40,48,1.0,1.0,0,100.0,0.0,0.0,10,1,1
2006,47,48,1.0,1.0,0,100.0,0.0,0.0,6,1,1
2006,50,48,1.0,1.0,0,100.0,0.0,0.0,32,1,1
2006,60,48,1.0,1.0,0,100.0,0.0,0.0,30,1,1
2006,63,48,1.0,1.0,0,100.0,0.0,0.0,7,1,1
2006,114,48,1.0,1.0,0,100.0,0.0,0.0,9,1,1
2006,116,48,1.0,1.0,0,100.0,0.0,0.0,20,1,1
2006,19,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,2,1,10
2006,3,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,1,1,1
2006,8,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,28,1,1
2006,26,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,11,1,1
2006,34,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,12,1,1
2006,40,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,10,1,1
2006,47,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,6,1,1
2006,48,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,21,1,1
2006,50,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,32,1,1
2006,63,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,7,1,1
2006,72,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,14,1,1
2006,100,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,4,1,1
2006,106,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,17,1,1
2006,108,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,27,1,1
2006,109,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,23,1,1
2006,111,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,18,1,1
2006,27,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,29,1,1
2006,38,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,31,1,1
2006,49,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,22,1,1
2006,59,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,13,1,1
2006,60,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,30,1,1
2006,102,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,8,1,1
2006,104,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,15,1,1
2006,105,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,16,1,1
2006,107,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,26,1,1
2006,110,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,24,1,1
2006,112,49,6.0,6.0,0,96.296296296296,0.0,3.703703703703,19,1,1
2001,3,48,1.0,2.0,0,93.333333333333,0.0,0.0,1,2,1
2001,3,48,7.0,1.0,0,93.333333333333,0.0,0.0,1,2,1
2001,8,48,1.0,2.0,0,93.333333333333,0.0,0.0,28,2,1
2001,19,48,1.0,2.0,0,93.333333333333,0.0,0.0,2,2,1
2001,19,48,7.0,1.0,0,93.333333333333,0.0,0.0,2,2,1
2001,26,48,2.0,5.0,0,93.333333333333,0.0,0.0,11,2,1
2001,27,48,1.0,2.0,0,93.333333333333,0.0,0.0,29,2,1
2001,27,48,7.0,1.0,0,93.333333333333,0.0,0.0,29,2,1
2001,34,48,2.0,5.0,0,93.333333333333,0.0,0.0,12,2,1
2001,38,48,1.0,2.0,0,93.333333333333,0.0,0.0,31,2,1
2001,38,48,7.0,1.0,0,93.333333333333,0.0,0.0,31,2,1
2001,40,48,1.0,2.0,0,93.333333333333,0.0,0.0,10,2,1
2001,40,48,7.0,1.0,0,93.333333333333,0.0,0.0,10,2,1
2001,47,48,2.0,5.0,0,93.333333333333,0.0,0.0,6,2,1
2001,49,48,2.0,5.0,0,93.333333333333,0.0,0.0,22,2,1
2001,49,48,7.0,1.0,0,93.333333333333,0.0,0.0,22,2,1
2001,50,48,2.0,5.0,0,93.333333333333,0.0,0.0,32,2,1
2001,59,48,1.0,2.0,0,93.333333333333,0.0,0.0,13,2,1
2001,59,48,7.0,1.0,0,93.333333333333,0.0,0.0,13,2,1
2001,60,48,2.0,5.0,0,93.333333333333,0.0,0.0,30,2,1
2001,63,48,2.0,5.0,0,93.333333333333,0.0,0.0,7,2,1
2001,3,48,2.0,5.0,0,93.333333333333,0.0,0.0,1,2,1
2001,8,48,2.0,5.0,0,93.333333333333,0.0,0.0,28,2,1
2001,8,48,7.0,1.0,0,93.333333333333,0.0,0.0,28,2,1
2001,19,48,2.0,5.0,0,93.333333333333,0.0,0.0,2,2,1
2001,26,48,1.0,2.0,0,93.333333333333,0.0,0.0,11,2,1
2001,26,48,7.0,1.0,0,93.333333333333,0.0,0.0,11,2,1
2001,27,48,2.0,5.0,0,93.333333333333,0.0,0.0,29,2,1
2001,34,48,1.0,2.0,0,93.333333333333,0.0,0.0,12,2,1
2001,34,48,7.0,1.0,0,93.333333333333,0.0,0.0,12,2,1
2001,38,48,2.0,5.0,0,93.333333333333,0.0,0.0,31,2,1
2001,40,48,2.0,5.0,0,93.333333333333,0.0,0.0,10,2,1
2001,47,48,1.0,2.0,0,93.333333333333,0.0,0.0,6,2,1
2001,47,48,7.0,1.0,0,93.333333333333,0.0,0.0,6,2,1
2001,49,48,1.0,2.0,0,93.333333333333,0.0,0.0,22,2,1
2001,50,48,1.0,2.0,0,93.333333333333,0.0,0.0,32,2,1
2001,50,48,7.0,1.0,0,93.333333333333,0.0,0.0,32,2,1
2001,59,48,2.0,5.0,0,93.333333333333,0.0,0.0,13,2,1
2001,60,48,1.0,2.0,0,93.333333333333,0.0,0.0,30,2,1
2001,60,48,7.0,1.0,0,93.333333333333,0.0,0.0,30,2,1
2001,63,48,1.0,2.0,0,93.333333333333,0.0,0.0,7,2,1
2001,63,48,7.0,1.0,0,93.333333333333,0.0,0.0,7,2,1
2002,59,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,13,2,10
2002,59,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,13,2,10
2002,26,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,11,2,1
2002,26,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,11,2,1
2002,34,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,12,2,1
2002,34,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,12,2,1
2002,47,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,6,2,1
2002,47,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,6,2,1
2002,49,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,22,2,1
2002,49,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,22,2,1
2002,50,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,32,2,1
2002,60,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,30,2,1
2002,60,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,30,2,1
2002,63,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,7,2,1
2002,63,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,7,2,1
2002,3,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,1,2,1
2002,3,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,1,2,1
2002,8,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,28,2,1
2002,8,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,28,2,1
2002,27,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,29,2,1
2002,27,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,29,2,1
2002,38,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,31,2,1
2002,38,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,31,2,1
2002,40,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,10,2,1
2002,40,49,6.0,2.0,0,92.307692307692,7.692307692307,0.0,10,2,1
2002,50,49,1.0,2.0,0,92.307692307692,7.692307692307,0.0,32,2,1
2005,3,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,1,1,1
2005,27,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,29,1,1
2005,27,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,29,1,1
2005,38,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,31,1,1
2005,38,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,31,1,1
2005,40,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,10,1,1
2005,48,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,21,1,1
2005,49,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,22,1,1
2005,49,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,22,1,1
2005,59,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,13,1,1
2005,59,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,13,1,1
2005,60,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,30,1,1
2005,102,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,8,1,1
2005,102,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,8,1,1
2005,19,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,2,1,10
2005,19,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,2,1,10
2005,46,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,5,1,10
2005,46,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,5,1,10
2005,3,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,1,1,1
2005,8,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,28,1,1
2005,8,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,28,1,1
2005,26,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,11,1,1
2005,26,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,11,1,1
2005,34,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,12,1,1
2005,34,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,12,1,1
2005,40,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,10,1,1
2005,47,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,6,1,1
2005,47,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,6,1,1
2005,48,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,21,1,1
2005,50,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,32,1,1
2005,50,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,32,1,1
2005,60,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,30,1,1
2005,63,50,1.0,2.0,0,88.235294117647,0.0,11.764705882352,7,1,1
2005,63,50,1.0,7.0,0,88.235294117647,0.0,11.764705882352,7,1,1
2005,40,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,10,2,10
2005,49,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,22,2,10
2005,49,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,22,2,10
2005,3,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,1,2,1
2005,26,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,11,2,1
2005,27,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,29,2,1
2005,34,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,12,2,1
2005,38,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,31,2,1
2005,47,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,6,2,1
2005,50,48,1.0,1.0,7,86.666666666666,0.0,13.333333333333,32,2,1
2005,59,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,13,2,1
2005,60,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,30,2,1
2005,63,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,7,2,1
2005,72,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,14,2,1
2001,46,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,5,2,10
2001,46,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,5,2,10
2001,19,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,2,2,1
2001,26,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,11,2,1
2001,27,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,29,2,1
2001,34,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,12,2,1
2001,38,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,31,2,1
2001,49,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,22,2,1
2001,49,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,22,2,1
2001,50,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,32,2,1
2001,59,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,13,2,1
2001,60,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,30,2,1
2001,63,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,7,2,1
2001,59,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,13,1,10
2001,3,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,1,1,1
2001,8,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,28,1,1
2001,19,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,2,1,1
2001,26,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,11,1,1
2001,26,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,11,1,1
2001,27,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,29,1,1
2001,34,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,12,1,1
2001,38,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,31,1,1
2001,38,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,31,1,1
2001,40,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,10,1,1
2001,47,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,6,1,1
2001,47,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,6,1,1
2001,49,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,22,1,1
2001,49,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,22,1,1
2001,50,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,32,1,1
2001,60,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,30,1,1
2001,60,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,30,1,1
2001,63,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,7,1,1
2001,63,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,7,1,1
2002,59,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,13,2,7
2002,8,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,28,2,1
2002,26,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,11,2,1
2002,34,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,12,2,1
2002,47,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,6,2,1
2002,50,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,32,2,1
2002,60,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,30,2,1
2002,63,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,7,2,1
2005,40,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,10,2,10
2005,3,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,1,2,1
2005,8,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,28,2,1
2005,8,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,28,2,1
2005,26,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,11,2,1
2005,27,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,29,2,1
2005,34,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,12,2,1
2005,38,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,31,2,1
2005,47,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,6,2,1
2005,48,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,21,2,1
2005,48,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,21,2,1
2005,50,48,2.0,6.0,7,86.666666666666,0.0,13.333333333333,32,2,1
2005,59,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,13,2,1
2005,60,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,30,2,1
2005,63,48,2.0,6.0,0,86.666666666666,0.0,13.333333333333,7,2,1
2005,72,48,1.0,1.0,0,86.666666666666,0.0,13.333333333333,14,2,1
2001,3,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,1,2,1
2001,3,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,1,2,1
2001,8,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,28,2,1
2001,8,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,28,2,1
2001,19,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,2,2,1
2001,26,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,11,2,1
2001,27,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,29,2,1
2001,34,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,12,2,1
2001,38,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,31,2,1
2001,40,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,10,2,1
2001,40,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,10,2,1
2001,50,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,32,2,1
2001,59,48,1.0,1.0,0,86.666666666666,0.0,6.666666666666,13,2,1
2001,60,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,30,2,1
2001,63,48,6.0,2.0,0,86.666666666666,0.0,6.666666666666,7,2,1
2001,59,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,13,1,10
2001,59,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,13,1,10
2001,3,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,1,1,1
2001,3,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,1,1,1
2001,8,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,28,1,1
2001,8,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,28,1,1
2001,19,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,2,1,1
2001,19,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,2,1,1
2001,26,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,11,1,1
2001,27,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,29,1,1
2001,27,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,29,1,1
2001,34,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,12,1,1
2001,34,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,12,1,1
2001,38,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,31,1,1
2001,40,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,10,1,1
2001,40,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,10,1,1
2001,47,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,6,1,1
2001,49,48,7.0,2.0,0,86.666666666666,0.0,6.666666666666,22,1,1
2001,50,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,32,1,1
2001,50,48,2.0,5.0,0,86.666666666666,0.0,6.666666666666,32,1,1
2001,60,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,30,1,1
2001,63,48,1.0,4.0,0,86.666666666666,0.0,6.666666666666,7,1,1
2002,3,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,1,2,1
2002,19,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,2,2,1
2002,27,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,29,2,1
2002,38,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,31,2,1
2002,40,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,10,2,1
2002,49,49,1.0,1.0,0,86.666666666666,0.0,6.666666666666,22,2,1
2002,40,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,10,1,10
2002,40,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,10,1,10
2002,26,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,11,1,1
2002,26,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,11,1,1
2002,34,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,12,1,1
2002,38,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,31,1,1
2002,47,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,6,1,1
2002,47,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,6,1,1
2002,49,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,22,1,1
2002,49,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,22,1,1
2002,50,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,32,1,1
2002,60,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,30,1,1
2002,60,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,30,1,1
2002,63,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,7,1,1
2002,63,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,7,1,1
2002,3,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,1,1,1
2002,3,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,1,1,1
2002,8,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,28,1,1
2002,8,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,28,1,1
2002,27,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,29,1,1
2002,27,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,29,1,1
2002,34,48,1.0,2.0,0,85.714285714285,0.0,7.142857142857,12,1,1
2002,38,48,6.0,2.0,0,85.714285714285,0.0,7.142857142857,31,1,1
